연도,월,품목명,품종명,평균가격,등급명,유통단계별무게,유통단계별단위
1999,9,깻잎,깻잎,557.087,중품,100,g
1999,9,깐마늘(국산),깐마늘(국산),3624.261,상품,1,kg
1999,9,깐마늘(국산),깐마늘(국산),3109,중품,1,kg
1999,9,참깨,백색(국산),7435.565,상품,500,g
1999,9,참깨,백색(국산),6721.217,중품,500,g
1999,9,참깨,중국,2955,중품,500,g
1999,9,땅콩,국산,568.739,상품,100,g
1999,9,땅콩,국산,509.739,중품,100,g
1999,9,땅콩,수입,358,중품,100,g
1999,9,사과,후지,18182,상품,10,개
1999,9,사과,후지,15364,중품,10,개
1999,9,사과,쓰가루,14023.739,상품,10,개
1999,9,사과,쓰가루,10229.217,중품,10,개
1999,9,배,신고,38778.522,상품,10,개
1999,9,배,신고,32719.391,중품,10,개
1999,9,배,장십랑,15376.667,상품,10,개
1999,9,배,장십랑,11696.905,중품,10,개
1999,9,복숭아,백도,10690.6,상품,10,개
1999,9,복숭아,백도,8781.6,중품,10,개
1999,9,복숭아,유명,9110.696,상품,10,개
1999,9,복숭아,유명,7217.304,중품,10,개
1999,9,포도,캠벨얼리,3362.652,상품,1,kg
1999,9,포도,캠벨얼리,2496.174,중품,1,kg
1999,9,포도,거봉,9655.913,상품,2,kg
1999,9,포도,거봉,7992.087,중품,2,kg
1999,9,바나나,수입,180.304,상품,100,g
1999,9,바나나,수입,153.304,중품,100,g
1999,9,오렌지,수입,10261.13,상품,10,개
1999,9,오렌지,수입,8000,중품,10,개
1999,9,방울토마토,국산,2801.565,상품,1,kg
1999,9,방울토마토,국산,2390.087,중품,1,kg
1999,9,돼지고기,삼겹살(국산냉장),805,중품,100,g
1999,9,닭고기,도계,2900.13,중품,1,kg
1999,9,계란,특란,2805.522,중품,30,개
1999,9,우유,우유,1364,상품,1,리터
1999,9,고등어,생선,2113.391,중품,1,마리
1999,9,고등어,냉동,1924.174,중품,1,마리
1999,9,갈치,생선,8069.217,중품,1,마리
1999,9,갈치,냉동,5318,중품,1,마리
1999,9,명태,냉동,1427,중품,1,마리
1999,9,물오징어,생선,1317.261,중품,1,마리
1999,9,물오징어,냉동,1070.13,중품,1,마리
1999,9,건멸치,건멸치,892.174,중품,100,g
1999,9,건오징어,건오징어,8907,중품,10,마리
1999,9,김,김,4345,중품,1,속
1999,9,건미역,건미역,15023.739,상품,1,kg
1999,9,굴,굴,9191.391,상품,1,kg
1999,10,쌀,일반계,44923,상품,20,kg
1999,10,쌀,햇일반계,45117,상품,20,kg
1999,10,찹쌀,일반계,3239,상품,1,kg
1999,10,콩,백태(국산),1992.231,상품,500,g
1999,10,콩,백태(국산),1778.231,중품,500,g
1999,10,팥,적두(국산),2512.615,상품,500,g
1999,10,팥,적두(국산),2289.615,중품,500,g
1999,10,녹두,국산,3263.115,상품,500,g
1999,10,녹두,국산,2981.308,중품,500,g
1999,10,고구마,밤,1722.731,상품,1,kg
1999,10,고구마,밤,1384.192,중품,1,kg
1999,10,감자,수미,142.385,상품,100,g
1999,10,감자,수미,115.192,중품,100,g
1999,10,배추,고랭지,2914.846,상품,1,포기
1999,10,배추,고랭지,2510,중품,1,포기
1999,10,배추,가을,3272.667,상품,1,포기
1999,10,배추,가을,2634.167,중품,1,포기
1999,10,양배추,양배추,1898.846,상품,1,포기
1999,10,양배추,양배추,1536.654,중품,1,포기
1999,10,시금치,시금치,5078.692,상품,1,kg
1999,10,시금치,시금치,4564.692,중품,1,kg
1999,10,상추,청,708.154,상품,100,g
1999,10,상추,청,650.731,중품,100,g
1999,10,수박,수박,10033.308,상품,1,개
1999,10,수박,수박,7952.808,중품,1,개
1999,10,참외,참외,9478.13,상품,10,개
1999,10,참외,참외,7450.435,중품,10,개
1999,10,오이,가시계통,4342.154,상품,10,개
1999,10,오이,가시계통,3858.5,중품,10,개
1999,10,오이,다다기계통,3580,상품,10,개
1999,10,오이,다다기계통,3070.577,중품,10,개
1999,10,오이,취청,4219.846,상품,10,개
1999,10,오이,취청,3675.846,중품,10,개
1999,10,호박,애호박,1164.308,상품,1,개
1999,10,호박,애호박,956.692,중품,1,개
1999,10,호박,쥬키니,1194.769,상품,1,개
1999,10,호박,쥬키니,992.308,중품,1,개
1999,10,토마토,토마토,2527.692,상품,1,kg
1999,10,토마토,토마토,2198.269,중품,1,kg
1999,10,무,고랭지,1530.885,상품,1,개
1999,10,무,고랭지,1273.5,중품,1,개
1999,10,무,가을,1298.5,상품,1,개
1999,10,무,가을,1043.333,중품,1,개
1999,10,당근,무세척,1747.154,상품,1,kg
1999,10,당근,무세척,1459.115,중품,1,kg
1999,10,건고추,화건,4993.308,상품,600,g
1999,10,건고추,화건,4511.308,중품,600,g
1999,10,건고추,양건,5993.308,상품,600,g
1999,10,건고추,양건,5511.308,중품,600,g
1999,10,풋고추,풋고추,387.654,상품,100,g
1999,10,풋고추,풋고추,341.308,중품,100,g
1999,10,양파,양파,875.769,상품,1,kg
1999,10,양파,양파,699.308,중품,1,kg
1999,10,파,대파,1746.731,상품,1,kg
1999,10,파,대파,1528.462,중품,1,kg
1999,10,생강,국산,2641.846,상품,1,kg
1999,10,생강,국산,2234.923,중품,1,kg
1999,10,미나리,미나리,3302.423,상품,1,kg
1999,10,미나리,미나리,2924.423,중품,1,kg
1999,10,깻잎,깻잎,935.538,상품,100,g
1999,10,깻잎,깻잎,791.231,중품,100,g
1999,10,깐마늘(국산),깐마늘(국산),3618,상품,1,kg
1999,10,깐마늘(국산),깐마늘(국산),3109,중품,1,kg
1999,10,참깨,백색(국산),7516.269,상품,500,g
1999,10,참깨,백색(국산),6806.923,중품,500,g
1999,10,참깨,중국,2998.269,중품,500,g
1999,10,땅콩,국산,556.654,상품,100,g
1999,10,땅콩,국산,497.654,중품,100,g
1999,10,땅콩,수입,358,중품,100,g
1999,10,사과,후지,17304.115,상품,10,개
1999,10,사과,후지,14391.577,중품,10,개
1999,10,사과,쓰가루,13415.571,상품,10,개
1999,10,사과,쓰가루,9779,중품,10,개
1999,10,배,신고,23440.5,상품,10,개
1999,10,배,신고,18930.038,중품,10,개
1999,10,배,장십랑,12675.571,상품,10,개
1999,10,배,장십랑,9038.857,중품,10,개
1999,10,복숭아,유명,9455,상품,10,개
1999,10,복숭아,유명,7545,중품,10,개
1999,10,포도,캠벨얼리,4073.346,상품,1,kg
1999,10,포도,캠벨얼리,3164.308,중품,1,kg
1999,10,포도,거봉,8622.192,상품,2,kg
1999,10,포도,거봉,7076.923,중품,2,kg
1999,10,감귤,감귤,2159,중품,10,개
1999,10,단감,단감,6585.731,상품,10,개
1999,10,단감,단감,4752.462,중품,10,개
1999,10,바나나,수입,191.115,상품,100,g
1999,10,바나나,수입,163.385,중품,100,g
1999,10,오렌지,수입,10273,상품,10,개
1999,10,오렌지,수입,8000,중품,10,개
1999,10,방울토마토,국산,3487.308,상품,1,kg
1999,10,방울토마토,국산,3061.192,중품,1,kg
1999,10,돼지고기,삼겹살(국산냉장),800.308,중품,100,g
1999,10,닭고기,도계,2720.808,중품,1,kg
1999,10,계란,특란,2639.962,중품,30,개
1999,10,우유,우유,1364,상품,1,리터
1999,10,고등어,생선,1895.385,중품,1,마리
1999,10,고등어,냉동,1760.154,중품,1,마리
1999,10,갈치,생선,8022.885,중품,1,마리
1999,10,갈치,냉동,5325.077,중품,1,마리
1999,10,명태,냉동,1413.154,중품,1,마리
1999,10,물오징어,생선,1046.577,중품,1,마리
1999,10,물오징어,냉동,968.154,중품,1,마리
1999,10,건멸치,건멸치,903.923,중품,100,g
1999,10,건오징어,건오징어,9372.5,중품,10,마리
1999,10,김,김,4320.769,중품,1,속
1999,10,건미역,건미역,14367.192,상품,1,kg
1999,10,굴,굴,9699.423,상품,1,kg
1999,11,쌀,일반계,44758.5,상품,20,kg
1999,11,찹쌀,일반계,3346.5,상품,1,kg
1999,11,콩,백태(국산),2152.731,상품,500,g
1999,11,콩,백태(국산),1934.846,중품,500,g
1999,11,팥,적두(국산),2561.5,상품,500,g
1999,11,팥,적두(국산),2336.038,중품,500,g
1999,11,녹두,국산,3433.846,상품,500,g
1999,11,녹두,국산,3133.731,중품,500,g
1999,11,고구마,밤,1598.385,상품,1,kg
1999,11,고구마,밤,1287.731,중품,1,kg
1999,11,감자,수미,153.846,상품,100,g
1999,11,감자,수미,125.769,중품,100,g
1999,11,배추,고랭지,2907.875,상품,1,포기
1999,11,배추,고랭지,2480.375,중품,1,포기
1999,11,배추,가을,2556.538,상품,1,포기
1999,11,배추,가을,2119.346,중품,1,포기
1999,11,양배추,양배추,2284.269,상품,1,포기
1999,11,양배추,양배추,1901.077,중품,1,포기
1999,11,시금치,시금치,2805.577,상품,1,kg
1999,11,시금치,시금치,2336.769,중품,1,kg
1999,11,상추,청,374.115,상품,100,g
1999,11,상추,청,320.269,중품,100,g
1999,11,수박,수박,11531.577,상품,1,개
1999,11,수박,수박,8961.538,중품,1,개
1999,11,오이,가시계통,4651,상품,10,개
1999,11,오이,가시계통,4034.769,중품,10,개
1999,11,오이,다다기계통,3684.692,상품,10,개
1999,11,오이,다다기계통,3129.731,중품,10,개
1999,11,오이,취청,4633.923,상품,10,개
1999,11,오이,취청,4023.462,중품,10,개
1999,11,호박,애호박,1187.385,상품,1,개
1999,11,호박,애호박,993.308,중품,1,개
1999,11,호박,쥬키니,1108.692,상품,1,개
1999,11,호박,쥬키니,935.462,중품,1,개
1999,11,토마토,토마토,2700,상품,1,kg
1999,11,토마토,토마토,2355,중품,1,kg
1999,11,무,고랭지,1555,상품,1,개
1999,11,무,고랭지,1291,중품,1,개
1999,11,무,가을,1162.308,상품,1,개
1999,11,무,가을,903.423,중품,1,개
1999,11,당근,무세척,1579.077,상품,1,kg
1999,11,당근,무세척,1295.154,중품,1,kg
1999,11,건고추,화건,4992.385,상품,600,g
1999,11,건고추,화건,4510.385,중품,600,g
1999,11,건고추,양건,5996.538,상품,600,g
1999,11,건고추,양건,5510.385,중품,600,g
1999,11,풋고추,풋고추,416.962,상품,100,g
1999,11,풋고추,풋고추,366.692,중품,100,g
1999,11,양파,양파,871.269,상품,1,kg
1999,11,양파,양파,689.269,중품,1,kg
1999,11,파,대파,1507.538,상품,1,kg
1999,11,파,대파,1281.231,중품,1,kg
1999,11,생강,국산,2016.308,상품,1,kg
1999,11,생강,국산,1664.346,중품,1,kg
1999,11,미나리,미나리,2955.269,상품,1,kg
1999,11,미나리,미나리,2575.154,중품,1,kg
1999,11,깻잎,깻잎,809.885,상품,100,g
1999,11,깻잎,깻잎,682.654,중품,100,g
1999,11,깐마늘(국산),깐마늘(국산),3593.423,상품,1,kg
1999,11,깐마늘(국산),깐마늘(국산),3084.423,중품,1,kg
1999,11,참깨,백색(국산),7594.385,상품,500,g
1999,11,참깨,백색(국산),6887.077,중품,500,g
1999,11,참깨,중국,3036.654,중품,500,g
1999,11,땅콩,국산,551.654,상품,100,g
1999,11,땅콩,국산,492.654,중품,100,g
1999,11,땅콩,수입,336.385,중품,100,g
1999,11,사과,후지,16003.5,상품,10,개
1999,11,사과,후지,12737.731,중품,10,개
1999,11,배,신고,18332,상품,10,개
1999,11,배,신고,14332,중품,10,개
1999,11,포도,캠벨얼리,4318,상품,1,kg
1999,11,포도,캠벨얼리,3409,중품,1,kg
1999,11,포도,거봉,8455,상품,2,kg
1999,11,포도,거봉,6909,중품,2,kg
1999,11,감귤,감귤,1714.115,중품,10,개
1999,11,단감,단감,4593.154,상품,10,개
1999,11,단감,단감,3181.462,중품,10,개
1999,11,바나나,수입,191.808,상품,100,g
1999,11,바나나,수입,164.385,중품,100,g
1999,11,오렌지,수입,10419.462,상품,10,개
1999,11,오렌지,수입,8147,중품,10,개
1999,11,방울토마토,국산,3543.308,상품,1,kg
1999,11,방울토마토,국산,3129.808,중품,1,kg
1999,11,돼지고기,삼겹살(국산냉장),765.885,중품,100,g
1999,11,닭고기,도계,2687.538,중품,1,kg
1999,11,계란,특란,2573.654,중품,30,개
1999,11,우유,우유,1364,상품,1,리터
1999,11,고등어,생선,1921.231,중품,1,마리
1999,11,고등어,냉동,1650.769,중품,1,마리
1999,11,갈치,생선,8019.346,중품,1,마리
1999,11,갈치,냉동,5364,중품,1,마리
1999,11,명태,냉동,1400,중품,1,마리
1999,11,물오징어,생선,1048.577,중품,1,마리
1999,11,물오징어,냉동,865.385,중품,1,마리
1999,11,건멸치,건멸치,885,중품,100,g
1999,11,건오징어,건오징어,8793.692,중품,10,마리
1999,11,김,김,4248.731,중품,1,속
1999,11,건미역,건미역,13818,상품,1,kg
1999,11,굴,굴,9800.923,상품,1,kg
1999,12,쌀,일반계,44636,상품,20,kg
1999,12,찹쌀,일반계,3458.808,상품,1,kg
1999,12,콩,백태(국산),2258.5,상품,500,g
1999,12,콩,백태(국산),2022.308,중품,500,g
1999,12,팥,적두(국산),2611.115,상품,500,g
1999,12,팥,적두(국산),2383.808,중품,500,g
1999,12,녹두,국산,3509,상품,500,g
1999,12,녹두,국산,3205,중품,500,g
1999,12,고구마,밤,1655.615,상품,1,kg
1999,12,고구마,밤,1351.462,중품,1,kg
1999,12,감자,수미,149.808,상품,100,g
1999,12,감자,수미,121.769,중품,100,g
1999,12,배추,가을,2392.615,상품,1,포기
1999,12,배추,가을,1964.154,중품,1,포기
1999,12,양배추,양배추,2631.115,상품,1,포기
1999,12,양배추,양배추,2212.731,중품,1,포기
1999,12,시금치,시금치,2476.731,상품,1,kg
1999,12,시금치,시금치,2035.692,중품,1,kg
1999,12,상추,청,288.538,상품,100,g
1999,12,상추,청,244.769,중품,100,g
1999,12,수박,수박,12167.692,상품,1,개
1999,12,수박,수박,9657.346,중품,1,개
1999,12,오이,가시계통,4815.654,상품,10,개
1999,12,오이,가시계통,4114.692,중품,10,개
1999,12,오이,다다기계통,3921.846,상품,10,개
1999,12,오이,다다기계통,3395.423,중품,10,개
1999,12,오이,취청,4903.769,상품,10,개
1999,12,오이,취청,4337.5,중품,10,개
1999,12,호박,애호박,1283.192,상품,1,개
1999,12,호박,애호박,1065.654,중품,1,개
1999,12,호박,쥬키니,911.077,상품,1,개
1999,12,호박,쥬키니,738.5,중품,1,개
1999,12,무,가을,1221.615,상품,1,개
1999,12,무,가을,980.423,중품,1,개
1999,12,당근,무세척,1546.692,상품,1,kg
1999,12,당근,무세척,1261.385,중품,1,kg
1999,12,건고추,화건,4948.231,상품,600,g
1999,12,건고추,화건,4466.231,중품,600,g
1999,12,건고추,양건,5966.423,상품,600,g
1999,12,건고추,양건,5470.231,중품,600,g
1999,12,풋고추,풋고추,566,상품,100,g
1999,12,풋고추,풋고추,518.538,중품,100,g
1999,12,양파,양파,877.154,상품,1,kg
1999,12,양파,양파,695.154,중품,1,kg
1999,12,파,대파,1343.231,상품,1,kg
1999,12,파,대파,1107,중품,1,kg
1999,12,생강,국산,2084.654,상품,1,kg
1999,12,생강,국산,1752.885,중품,1,kg
1999,12,미나리,미나리,2625.577,상품,1,kg
1999,12,미나리,미나리,2266.346,중품,1,kg
1999,12,깻잎,깻잎,791.231,상품,100,g
1999,12,깻잎,깻잎,662.423,중품,100,g
1999,12,깐마늘(국산),깐마늘(국산),3552.846,상품,1,kg
1999,12,깐마늘(국산),깐마늘(국산),3057.538,중품,1,kg
1999,12,참깨,백색(국산),7682,상품,500,g
1999,12,참깨,백색(국산),6977,중품,500,g
1999,12,참깨,중국,3044.346,중품,500,g
1999,12,땅콩,국산,523.462,상품,100,g
1999,12,땅콩,국산,467.769,중품,100,g
1999,12,땅콩,수입,320.308,중품,100,g
1999,12,사과,후지,16671.308,상품,10,개
1999,12,사과,후지,13307.731,중품,10,개
1999,12,배,신고,19821.654,상품,10,개
1999,12,배,신고,15821.654,중품,10,개
1999,12,감귤,감귤,1428.462,중품,10,개
1999,12,단감,단감,4562.846,상품,10,개
1999,12,단감,단감,3399.615,중품,10,개
1999,12,바나나,수입,191.538,상품,100,g
1999,12,바나나,수입,164.231,중품,100,g
1999,12,오렌지,수입,10202.769,상품,10,개
1999,12,오렌지,수입,8045.731,중품,10,개
1999,12,방울토마토,국산,3862.962,상품,1,kg
1999,12,방울토마토,국산,3438.577,중품,1,kg
1999,12,돼지고기,삼겹살(국산냉장),768.154,중품,100,g
1999,12,닭고기,도계,2767.692,중품,1,kg
1999,12,계란,특란,2550.577,중품,30,개
1999,12,우유,우유,1364,상품,1,리터
1999,12,고등어,생선,1995.577,중품,1,마리
1999,12,고등어,냉동,1654.346,중품,1,마리
1999,12,갈치,생선,8207.385,중품,1,마리
1999,12,갈치,냉동,5360.385,중품,1,마리
1999,12,명태,냉동,1402.423,중품,1,마리
1999,12,물오징어,생선,1064.692,중품,1,마리
1999,12,물오징어,냉동,852.923,중품,1,마리
1999,12,건멸치,건멸치,864,중품,100,g
1999,12,건오징어,건오징어,8811.115,중품,10,마리
1999,12,김,김,4020.615,중품,1,속
1999,12,건미역,건미역,13587.154,상품,1,kg
1999,12,굴,굴,9935.154,상품,1,kg
2000,1,쌀,일반계,44600,상품,20,kg
2000,1,찹쌀,일반계,3453.12,상품,1,kg
2000,1,콩,백태(국산),2230.2,상품,500,g
2000,1,콩,백태(국산),2005.2,중품,500,g
2000,1,팥,적두(국산),2586,상품,500,g
2000,1,팥,적두(국산),2361,중품,500,g
2000,1,녹두,국산,3518,상품,500,g
2000,1,녹두,국산,3208,중품,500,g
2000,1,고구마,밤,1679.2,상품,1,kg
2000,1,고구마,밤,1369.2,중품,1,kg
2000,1,감자,수미,147.8,상품,100,g
2000,1,감자,수미,118.8,중품,100,g
2000,1,배추,가을,2644.8,상품,1,포기
2000,1,배추,가을,2194.4,중품,1,포기
2000,1,양배추,양배추,2610.4,상품,1,포기
2000,1,양배추,양배추,2168,중품,1,포기
2000,1,시금치,시금치,2532.4,상품,1,kg
2000,1,시금치,시금치,2101.6,중품,1,kg
2000,1,상추,적,309.08,상품,100,g
2000,1,상추,적,268.96,중품,100,g
2000,1,상추,청,359.72,상품,100,g
2000,1,상추,청,317.6,중품,100,g
2000,1,수박,수박,14134,상품,1,개
2000,1,수박,수박,11754,중품,1,개
2000,1,오이,가시계통,5030.88,상품,10,개
2000,1,오이,가시계통,4420.2,중품,10,개
2000,1,오이,다다기계통,4156,상품,10,개
2000,1,오이,다다기계통,3642,중품,10,개
2000,1,오이,취청,4978.32,상품,10,개
2000,1,오이,취청,4455.72,중품,10,개
2000,1,호박,애호박,1414,상품,1,개
2000,1,호박,애호박,1161.2,중품,1,개
2000,1,호박,쥬키니,881.2,상품,1,개
2000,1,호박,쥬키니,701.2,중품,1,개
2000,1,무,가을,1248.8,상품,1,개
2000,1,무,가을,993.6,중품,1,개
2000,1,당근,무세척,1446,상품,1,kg
2000,1,당근,무세척,1146,중품,1,kg
2000,1,건고추,화건,4970,상품,600,g
2000,1,건고추,화건,4490,중품,600,g
2000,1,건고추,양건,5963.6,상품,600,g
2000,1,건고추,양건,5463.6,중품,600,g
2000,1,풋고추,풋고추,652.72,상품,100,g
2000,1,풋고추,풋고추,601.72,중품,100,g
2000,1,양파,양파,889.2,상품,1,kg
2000,1,양파,양파,699.2,중품,1,kg
2000,1,파,대파,1312.8,상품,1,kg
2000,1,파,대파,1070.4,중품,1,kg
2000,1,생강,국산,2372.4,상품,1,kg
2000,1,생강,국산,2021.6,중품,1,kg
2000,1,미나리,미나리,2500.8,상품,1,kg
2000,1,미나리,미나리,2117.2,중품,1,kg
2000,1,깻잎,깻잎,816.2,상품,100,g
2000,1,깻잎,깻잎,680.8,중품,100,g
2000,1,깐마늘(국산),깐마늘(국산),3544,상품,1,kg
2000,1,깐마늘(국산),깐마늘(국산),3064,중품,1,kg
2000,1,참깨,백색(국산),7700,상품,500,g
2000,1,참깨,백색(국산),7025,중품,500,g
2000,1,참깨,중국,3025,중품,500,g
2000,1,땅콩,국산,506.2,상품,100,g
2000,1,땅콩,국산,451.2,중품,100,g
2000,1,땅콩,수입,285.88,중품,100,g
2000,1,사과,후지,17364,상품,10,개
2000,1,사과,후지,13864,중품,10,개
2000,1,배,신고,20436,상품,10,개
2000,1,배,신고,16236,중품,10,개
2000,1,감귤,감귤,1212.8,중품,10,개
2000,1,단감,단감,4843.2,상품,10,개
2000,1,단감,단감,3643.2,중품,10,개
2000,1,바나나,수입,186.84,상품,100,g
2000,1,바나나,수입,156.84,중품,100,g
2000,1,오렌지,수입,9478,상품,10,개
2000,1,오렌지,수입,7308,중품,10,개
2000,1,방울토마토,국산,3776.8,상품,1,kg
2000,1,방울토마토,국산,3340.8,중품,1,kg
2000,1,돼지고기,삼겹살(국산냉장),776.36,중품,100,g
2000,1,닭고기,도계,2885.6,중품,1,kg
2000,1,계란,특란,2680.44,중품,30,개
2000,1,우유,우유,1370,상품,1,리터
2000,1,고등어,생선,2003.2,중품,1,마리
2000,1,고등어,냉동,1617.2,중품,1,마리
2000,1,갈치,생선,8324,중품,1,마리
2000,1,갈치,냉동,5400,중품,1,마리
2000,1,명태,생선,2843.75,중품,1,마리
2000,1,명태,냉동,1398.8,중품,1,마리
2000,1,물오징어,생선,1092.2,중품,1,마리
2000,1,물오징어,냉동,842.8,중품,1,마리
2000,1,건멸치,건멸치,837.72,중품,100,g
2000,1,건오징어,건오징어,8666,중품,10,마리
2000,1,김,김,4000,중품,1,속
2000,1,건미역,건미역,13008,상품,1,kg
2000,1,굴,굴,9486,상품,1,kg
2000,2,쌀,일반계,44600,상품,20,kg
2000,2,찹쌀,일반계,3478.217,상품,1,kg
2000,2,콩,백태(국산),2265,상품,500,g
2000,2,콩,백태(국산),2040,중품,500,g
2000,2,팥,적두(국산),2595,상품,500,g
2000,2,팥,적두(국산),2370,중품,500,g
2000,2,녹두,국산,3618.261,상품,500,g
2000,2,녹두,국산,3308.261,중품,500,g
2000,2,고구마,밤,1648.696,상품,1,kg
2000,2,고구마,밤,1338.696,중품,1,kg
2000,2,감자,수미,152.609,상품,100,g
2000,2,감자,수미,123.087,중품,100,g
2000,2,배추,가을,3623.913,상품,1,포기
2000,2,배추,가을,3153.043,중품,1,포기
2000,2,양배추,양배추,2941.304,상품,1,포기
2000,2,양배추,양배추,2490.87,중품,1,포기
2000,2,시금치,시금치,2644.783,상품,1,kg
2000,2,시금치,시금치,2221.739,중품,1,kg
2000,2,상추,적,277.609,상품,100,g
2000,2,상추,적,235.217,중품,100,g
2000,2,상추,청,307.913,상품,100,g
2000,2,상추,청,267.435,중품,100,g
2000,2,수박,수박,15956.522,상품,1,개
2000,2,수박,수박,13621.739,중품,1,개
2000,2,오이,가시계통,4763.348,상품,10,개
2000,2,오이,가시계통,4165.565,중품,10,개
2000,2,오이,다다기계통,4107.391,상품,10,개
2000,2,오이,다다기계통,3599.13,중품,10,개
2000,2,오이,취청,4683.435,상품,10,개
2000,2,오이,취청,4131.739,중품,10,개
2000,2,호박,애호박,1424.348,상품,1,개
2000,2,호박,애호박,1179.565,중품,1,개
2000,2,호박,쥬키니,911.304,상품,1,개
2000,2,호박,쥬키니,716.522,중품,1,개
2000,2,무,가을,1443.043,상품,1,개
2000,2,무,가을,1162.391,중품,1,개
2000,2,당근,무세척,1399.565,상품,1,kg
2000,2,당근,무세척,1103.043,중품,1,kg
2000,2,건고추,화건,4970,상품,600,g
2000,2,건고추,화건,4490,중품,600,g
2000,2,건고추,양건,5950,상품,600,g
2000,2,건고추,양건,5450,중품,600,g
2000,2,풋고추,풋고추,627.217,상품,100,g
2000,2,풋고추,풋고추,572,중품,100,g
2000,2,양파,양파,893.391,상품,1,kg
2000,2,양파,양파,703.391,중품,1,kg
2000,2,파,대파,1269.13,상품,1,kg
2000,2,파,대파,1033.913,중품,1,kg
2000,2,생강,국산,2380,상품,1,kg
2000,2,생강,국산,2030,중품,1,kg
2000,2,미나리,미나리,2612.826,상품,1,kg
2000,2,미나리,미나리,2207.826,중품,1,kg
2000,2,깻잎,깻잎,733.609,상품,100,g
2000,2,깻잎,깻잎,597.957,중품,100,g
2000,2,깐마늘(국산),깐마늘(국산),3593.478,상품,1,kg
2000,2,깐마늘(국산),깐마늘(국산),3107.826,중품,1,kg
2000,2,참깨,백색(국산),7700,상품,500,g
2000,2,참깨,백색(국산),7025,중품,500,g
2000,2,참깨,중국,3025,중품,500,g
2000,2,땅콩,국산,515,상품,100,g
2000,2,땅콩,국산,460,중품,100,g
2000,2,땅콩,수입,261,중품,100,g
2000,2,사과,후지,18339.13,상품,10,개
2000,2,사과,후지,14800,중품,10,개
2000,2,배,신고,19965.217,상품,10,개
2000,2,배,신고,15860.87,중품,10,개
2000,2,감귤,감귤,1181.739,중품,10,개
2000,2,단감,단감,4786.087,상품,10,개
2000,2,단감,단감,3620.87,중품,10,개
2000,2,바나나,수입,184.391,상품,100,g
2000,2,바나나,수입,154.391,중품,100,g
2000,2,오렌지,수입,9160.87,상품,10,개
2000,2,오렌지,수입,7064.783,중품,10,개
2000,2,방울토마토,국산,3467.174,상품,1,kg
2000,2,방울토마토,국산,3075.652,중품,1,kg
2000,2,돼지고기,삼겹살(국산냉장),785,중품,100,g
2000,2,닭고기,도계,2949.565,중품,1,kg
2000,2,계란,특란,2732.087,중품,30,개
2000,2,우유,우유,1370,상품,1,리터
2000,2,고등어,생선,2041.739,중품,1,마리
2000,2,고등어,냉동,1641.739,중품,1,마리
2000,2,갈치,생선,8452.174,중품,1,마리
2000,2,갈치,냉동,5400,중품,1,마리
2000,2,명태,생선,2608.696,중품,1,마리
2000,2,명태,냉동,1400,중품,1,마리
2000,2,물오징어,생선,1150.652,중품,1,마리
2000,2,물오징어,냉동,875,중품,1,마리
2000,2,건멸치,건멸치,844.696,중품,100,g
2000,2,건오징어,건오징어,8626.087,중품,10,마리
2000,2,김,김,4000,중품,1,속
2000,2,건미역,건미역,12869.565,상품,1,kg
2000,2,굴,굴,9406.522,상품,1,kg
2000,3,쌀,일반계,44600,상품,20,kg
2000,3,찹쌀,일반계,3493.769,상품,1,kg
2000,3,콩,백태(국산),2265,상품,500,g
2000,3,콩,백태(국산),2040,중품,500,g
2000,3,팥,적두(국산),2595,상품,500,g
2000,3,팥,적두(국산),2370,중품,500,g
2000,3,녹두,국산,3768.846,상품,500,g
2000,3,녹두,국산,3471.923,중품,500,g
2000,3,고구마,밤,1627.308,상품,1,kg
2000,3,고구마,밤,1317.308,중품,1,kg
2000,3,감자,수미,151.269,상품,100,g
2000,3,감자,수미,121.269,중품,100,g
2000,3,배추,봄,3280,상품,1,포기
2000,3,배추,봄,2780,중품,1,포기
2000,3,배추,가을,3647.308,상품,1,포기
2000,3,배추,가을,3167.308,중품,1,포기
2000,3,양배추,양배추,2940.769,상품,1,포기
2000,3,양배추,양배추,2480,중품,1,포기
2000,3,시금치,시금치,2431.923,상품,1,kg
2000,3,시금치,시금치,2001.154,중품,1,kg
2000,3,상추,적,247.269,상품,100,g
2000,3,상추,적,204.615,중품,100,g
2000,3,상추,청,255.538,상품,100,g
2000,3,상추,청,216.423,중품,100,g
2000,3,수박,수박,14965.385,상품,1,개
2000,3,수박,수박,12465.385,중품,1,개
2000,3,참외,참외,18933.333,상품,10,개
2000,3,참외,참외,15733.333,중품,10,개
2000,3,오이,가시계통,4162.308,상품,10,개
2000,3,오이,가시계통,3594.462,중품,10,개
2000,3,오이,다다기계통,3737.308,상품,10,개
2000,3,오이,다다기계통,3231.154,중품,10,개
2000,3,오이,취청,3992.885,상품,10,개
2000,3,오이,취청,3431.462,중품,10,개
2000,3,호박,애호박,1373.077,상품,1,개
2000,3,호박,애호박,1111.154,중품,1,개
2000,3,호박,쥬키니,860.385,상품,1,개
2000,3,호박,쥬키니,655.385,중품,1,개
2000,3,토마토,토마토,2734.615,상품,1,kg
2000,3,토마토,토마토,2174.615,중품,1,kg
2000,3,딸기,딸기,541.115,상품,100,g
2000,3,딸기,딸기,451.115,중품,100,g
